benchmark,method,label,family,seed,val_accuracy,val_macro_f1,test_accuracy,test_macro_f1
splice_sites_all_larger,splice_sites_all_quantile_germ_bo_quantile_q08_12_comp027,"GERM-BO quantile [0.8,1.2] comp0.27",dnabert2_germ_bo,46,0.44166666666666665,0.42666632497459167,0.438,0.42330669674786486
splice_sites_all_larger,splice_sites_all_quantile_germ_bo_quantile_q08_12_comp027,"GERM-BO quantile [0.8,1.2] comp0.27",dnabert2_germ_bo,47,0.4038888888888889,0.3372112147281459,0.403,0.3378577818805522
splice_sites_all_larger,splice_sites_all_quantile_germ_bo_quantile_q08_12_comp027,"GERM-BO quantile [0.8,1.2] comp0.27",dnabert2_germ_bo,48,0.40444444444444444,0.3913115418855441,0.38566666666666666,0.36959640463321214
splice_sites_all_larger,splice_sites_all_quantile_germ_bo_quantile_q08_12_comp027,"GERM-BO quantile [0.8,1.2] comp0.27",dnabert2_germ_bo,49,0.35888888888888887,0.24487535302850869,0.36733333333333335,0.25895950006253704
splice_sites_all_larger,splice_sites_all_larger_ablation_lora_classifier_only,LoRA classifier only,dnabert2_lora_baseline,45,0.34055555555555556,0.19191015288992483,0.3396666666666667,0.1953062028432714
splice_sites_all_larger,splice_sites_all_larger_ablation_lora_classifier_only,LoRA classifier only,dnabert2_lora_baseline,46,0.3383333333333333,0.18443220830864385,0.3363333333333333,0.18334943936993028
splice_sites_all_larger,splice_sites_all_larger_ablation_lora_classifier_only,LoRA classifier only,dnabert2_lora_baseline,47,0.3411111111111111,0.1906991559464172,0.3363333333333333,0.18286361177534802
splice_sites_all_larger,splice_sites_all_larger_ablation_lora_classifier_only,LoRA classifier only,dnabert2_lora_baseline,48,0.34,0.1896169868241898,0.33666666666666667,0.18858364929980512
splice_sites_all_larger,splice_sites_all_larger_ablation_lora_classifier_only,LoRA classifier only,dnabert2_lora_baseline,49,0.33611111111111114,0.17861811820941317,0.3353333333333333,0.17878074720223858
splice_sites_all_larger,splice_sites_all_larger_ablation_lora_attention_output_classifier,LoRA attention.output + classifier,dnabert2_lora_baseline,45,0.4161111111111111,0.36946090717235885,0.407,0.357030002672442
splice_sites_all_larger,splice_sites_all_larger_ablation_lora_attention_output_classifier,LoRA attention.output + classifier,dnabert2_lora_baseline,46,0.4111111111111111,0.3585781800969654,0.3963333333333333,0.34282377031476724
splice_sites_all_larger,splice_sites_all_larger_ablation_lora_attention_output_classifier,LoRA attention.output + classifier,dnabert2_lora_baseline,47,0.3988888888888889,0.3285517007782525,0.4033333333333333,0.33232783354532763
splice_sites_all_larger,splice_sites_all_larger_ablation_lora_attention_output_classifier,LoRA attention.output + classifier,dnabert2_lora_baseline,48,0.3983333333333333,0.3184086331173988,0.393,0.3112496699532689
splice_sites_all_larger,splice_sites_all_larger_ablation_lora_attention_output_classifier,LoRA attention.output + classifier,dnabert2_lora_baseline,49,0.3927777777777778,0.35202936046367345,0.4013333333333333,0.36587558086741684
splice_sites_all_larger,splice_sites_all_larger_ablation_lora_wqkv_classifier,LoRA Wqkv + classifier,dnabert2_lora_baseline,45,0.4177777777777778,0.38034495096557414,0.41,0.3734432051360437
splice_sites_all_larger,splice_sites_all_larger_ablation_lora_wqkv_classifier,LoRA Wqkv + classifier,dnabert2_lora_baseline,46,0.3338888888888889,0.17906180742777558,0.33366666666666667,0.17968038678588807
splice_sites_all_larger,splice_sites_all_larger_ablation_lora_wqkv_classifier,LoRA Wqkv + classifier,dnabert2_lora_baseline,47,0.33444444444444443,0.16908642713286579,0.333,0.16897783296980887
splice_sites_all_larger,splice_sites_all_larger_ablation_lora_wqkv_classifier,LoRA Wqkv + classifier,dnabert2_lora_baseline,48,0.3827777777777778,0.29585263771184395,0.375,0.2913482238719442
splice_sites_all_larger,splice_sites_all_larger_ablation_lora_wqkv_classifier,LoRA Wqkv + classifier,dnabert2_lora_baseline,49,0.4177777777777778,0.41653773270183886,0.4053333333333333,0.4033980450964021
splice_sites_all_larger,splice_sites_all_larger_ablation_germ_bo_w64k3_comp0,GERM-BO w64/k3 comp=0,mechanism_ablation,45,0.4161111111111111,0.36946090717235885,0.407,0.357030002672442
splice_sites_all_larger,splice_sites_all_larger_ablation_germ_bo_w64k3_comp0,GERM-BO w64/k3 comp=0,mechanism_ablation,46,0.4111111111111111,0.3585781800969654,0.3963333333333333,0.34282377031476724
splice_sites_all_larger,splice_sites_all_larger_ablation_germ_bo_w64k3_comp0,GERM-BO w64/k3 comp=0,mechanism_ablation,47,0.3988888888888889,0.3285517007782525,0.4033333333333333,0.33232783354532763
splice_sites_all_larger,splice_sites_all_larger_ablation_germ_bo_w64k3_comp0,GERM-BO w64/k3 comp=0,mechanism_ablation,48,0.3983333333333333,0.3184086331173988,0.393,0.3112496699532689
splice_sites_all_larger,splice_sites_all_larger_ablation_germ_bo_w64k3_comp0,GERM-BO w64/k3 comp=0,mechanism_ablation,49,0.3927777777777778,0.35202936046367345,0.4013333333333333,0.36587558086741684
splice_sites_all_larger,splice_sites_all_larger_ablation_germ_bo_w64k3_shuffled,GERM-BO w64/k3 shuffled metadata,mechanism_ablation,45,0.35777777777777775,0.23829217214714438,0.356,0.23595878128653372
splice_sites_all_larger,splice_sites_all_larger_ablation_germ_bo_w64k3_shuffled,GERM-BO w64/k3 shuffled metadata,mechanism_ablation,46,0.37666666666666665,0.33266982337835893,0.368,0.3277106431838191
splice_sites_all_larger,splice_sites_all_larger_ablation_germ_bo_w64k3_shuffled,GERM-BO w64/k3 shuffled metadata,mechanism_ablation,47,0.3655555555555556,0.2625622876242088,0.37366666666666665,0.2738221898557615
splice_sites_all_larger,splice_sites_all_larger_ablation_germ_bo_w64k3_shuffled,GERM-BO w64/k3 shuffled metadata,mechanism_ablation,48,0.4022222222222222,0.34462597991211047,0.4036666666666667,0.345194507020717
splice_sites_all_larger,splice_sites_all_larger_ablation_germ_bo_w64k3_shuffled,GERM-BO w64/k3 shuffled metadata,mechanism_ablation,49,0.395,0.34457317172200513,0.38466666666666666,0.32855754542437404
splice_sites_all_larger,splice_sites_all_larger_linear_probe,DNABERT-2 frozen linear probe,dnabert2_probe,45,0.3472222222222222,0.21440655828953245,0.34933333333333333,0.21811895559143468
splice_sites_all_larger,splice_sites_all_larger_linear_probe,DNABERT-2 frozen linear probe,dnabert2_probe,46,0.34055555555555556,0.19301573306155548,0.33866666666666667,0.19337009666400906
splice_sites_all_larger,splice_sites_all_larger_linear_probe,DNABERT-2 frozen linear probe,dnabert2_probe,47,0.3477777777777778,0.20532520450877154,0.3416666666666667,0.19841113839374347
splice_sites_all_larger,splice_sites_all_larger_linear_probe,DNABERT-2 frozen linear probe,dnabert2_probe,48,0.34444444444444444,0.2014567903817959,0.3416666666666667,0.1987905695588237
splice_sites_all_larger,splice_sites_all_larger_linear_probe,DNABERT-2 frozen linear probe,dnabert2_probe,49,0.345,0.20469612795585004,0.345,0.20871074799805386
splice_sites_all_larger,kmer_logreg,3-mer Logistic Regression,traditional_kmer,45,0.4277777671813965,0.4245107571968532,0.4309999942779541,0.4285012507757286
splice_sites_all_larger,kmer_linear_svm,3-mer Linear SVM,traditional_kmer,45,0.4283333420753479,0.4283513272866406,0.42633333802223206,0.4265797468767176
splice_sites_all_larger,kmer_multinomial_nb,3-mer Multinomial NB,traditional_kmer,45,0.38277778029441833,0.35202383772004686,0.3866666555404663,0.35397444722247956
splice_sites_all_larger,kmer_nearest_centroid,3-mer Nearest Centroid,traditional_kmer,45,0.3883333206176758,0.36824024480199724,0.3863333463668823,0.365155669876887
splice_sites_all_larger,kmer_logreg,3-mer Logistic Regression,traditional_kmer,46,0.42944443225860596,0.4261978492530329,0.4326666593551636,0.4301582472426116
splice_sites_all_larger,kmer_linear_svm,3-mer Linear SVM,traditional_kmer,46,0.42888888716697693,0.4290430361272832,0.4283333420753479,0.42837134066142385
splice_sites_all_larger,kmer_multinomial_nb,3-mer Multinomial NB,traditional_kmer,46,0.38277778029441833,0.35202383772004686,0.3866666555404663,0.35397444722247956
splice_sites_all_larger,kmer_nearest_centroid,3-mer Nearest Centroid,traditional_kmer,46,0.3883333206176758,0.36824024480199724,0.3863333463668823,0.365155669876887
splice_sites_all_larger,kmer_logreg,3-mer Logistic Regression,traditional_kmer,47,0.4327777922153473,0.42957295807323365,0.4320000112056732,0.4295190352430754
splice_sites_all_larger,kmer_linear_svm,3-mer Linear SVM,traditional_kmer,47,0.43166667222976685,0.4315168348498375,0.4233333468437195,0.423459008625468
splice_sites_all_larger,kmer_multinomial_nb,3-mer Multinomial NB,traditional_kmer,47,0.38277778029441833,0.35202383772004686,0.3866666555404663,0.35397444722247956
splice_sites_all_larger,kmer_nearest_centroid,3-mer Nearest Centroid,traditional_kmer,47,0.3883333206176758,0.36824024480199724,0.3863333463668823,0.365155669876887
splice_sites_all_larger,kmer_logreg,3-mer Logistic Regression,traditional_kmer,48,0.42944443225860596,0.42614557519399127,0.4323333203792572,0.4298174463462863
splice_sites_all_larger,kmer_linear_svm,3-mer Linear SVM,traditional_kmer,48,0.4305555522441864,0.43043551537602315,0.4243333339691162,0.4245967324098763
splice_sites_all_larger,kmer_multinomial_nb,3-mer Multinomial NB,traditional_kmer,48,0.38277778029441833,0.35202383772004686,0.3866666555404663,0.35397444722247956
splice_sites_all_larger,kmer_nearest_centroid,3-mer Nearest Centroid,traditional_kmer,48,0.3883333206176758,0.36824024480199724,0.3863333463668823,0.365155669876887
splice_sites_all_larger,kmer_logreg,3-mer Logistic Regression,traditional_kmer,49,0.4300000071525574,0.42684368574991344,0.4309999942779541,0.42852797243602353
splice_sites_all_larger,kmer_linear_svm,3-mer Linear SVM,traditional_kmer,49,0.42888888716697693,0.4287512036346914,0.42633333802223206,0.42655923915918925
splice_sites_all_larger,kmer_multinomial_nb,3-mer Multinomial NB,traditional_kmer,49,0.38277778029441833,0.35202383772004686,0.3866666555404663,0.35397444722247956
splice_sites_all_larger,kmer_nearest_centroid,3-mer Nearest Centroid,traditional_kmer,49,0.3883333206176758,0.36824024480199724,0.3863333463668823,0.365155669876887
