benchmark,method,label,n_seeds,test_accuracy_mean,test_accuracy_std,test_macro_f1_mean,test_macro_f1_std,per_seed_accuracy,per_seed_macro_f1
splice_sites_all_larger,baseline_lora,Baseline LoRA,5,0.3853333333333333,0.03704126827682275,0.3015960884229204,0.09007318663622094,0.3740 / 0.3333 / 0.4287 / 0.3783 / 0.4123,0.2848 / 0.1667 / 0.3989 / 0.2899 / 0.3676
splice_sites_all_larger,germ_bo_center_w64_k3_t10_s3,GERM-BO center-JSD w64 k3 top10 scale3,5,0.39953333333333335,0.03715478135822869,0.3530565275302984,0.07412939998134349,0.3867 / 0.4610 / 0.3850 / 0.3627 / 0.4023,0.3855 / 0.4612 / 0.3131 / 0.2668 / 0.3387
