task,comp,label,n_seeds,val_accuracy_mean,val_accuracy_std,test_accuracy_mean,test_accuracy_std,test_accuracy_min,test_accuracy_max,test_f1_mean,test_f1_std,collapse_count_acc_lt_0_75,per_seed_test_accuracy
border_medium,000,"no compensation: comp=0.00, clip=[1.00,1.00], p4",8,0.89794921875,0.007061412240426207,0.90771484375,0.015334563527801163,0.88671875,0.93359375,0.9091772988539099,0.014217324177640902,0,0.9023 / 0.8867 / 0.9219 / 0.9336 / 0.9102 / 0.8984 / 0.8945 / 0.9141
border_medium,015,"medium-stabilized: comp=0.15, clip=[0.85,1.30], p4",8,0.9091796875,0.020957937453363752,0.91162109375,0.045118576528556054,0.81640625,0.953125,0.9137843418492887,0.04148420921357821,0,0.9414 / 0.8984 / 0.8164 / 0.9531 / 0.9297 / 0.8867 / 0.9180 / 0.9492
border_medium,027,"combined main: comp=0.27, clip=[0.73,1.42], p4",8,0.9091796875,0.020853668460998655,0.91748046875,0.01676082354109337,0.89453125,0.9375,0.9160860712671951,0.017968231761619245,0,0.9141 / 0.9375 / 0.8945 / 0.9062 / 0.8984 / 0.9336 / 0.9336 / 0.9219
border_hard,000,"no compensation: comp=0.00, clip=[1.00,1.00], p4",8,0.8681640625,0.07286267000491772,0.83349609375,0.08164336173215465,0.63671875,0.89453125,0.8389946400308564,0.06865171353308784,1,0.8711 / 0.8672 / 0.8516 / 0.8477 / 0.8945 / 0.6367 / 0.8672 / 0.8320
border_hard,015,"medium-stabilized: comp=0.15, clip=[0.85,1.30], p4",8,0.87646484375,0.06260236803570178,0.837890625,0.06137378162887286,0.703125,0.88671875,0.8409235379118423,0.05628681960803643,1,0.8008 / 0.8516 / 0.8828 / 0.8867 / 0.8516 / 0.7031 / 0.8438 / 0.8828
border_hard,027,"combined main: comp=0.27, clip=[0.73,1.42], p4",8,0.88232421875,0.04712718158050721,0.833984375,0.04526629417560993,0.74609375,0.8828125,0.8376051814499398,0.047108416898490366,1,0.8320 / 0.7461 / 0.8711 / 0.8086 / 0.8203 / 0.8789 / 0.8828 / 0.8320
