class_label,precision_delta,recall_delta,f1_delta,predicted_delta
0,0.008974714347165014,0.3041666666666667,0.22796516891845067,501.70000000000005
1,-0.05986703597244075,0.03516666666666668,0.05494678788800611,61.799999999999955
2,0.09993780032089755,-0.2646666666666667,-0.011215044000506491,-563.5000000000001
