comparison,seeds,accuracy_delta_mean,accuracy_delta_std,paired_t_stat,bootstrap_95ci_low,bootstrap_95ci_high,win_rate,per_seed_delta
germ_bo_final_attn_output_classifier_vs_baseline_lora,42/43/44/45/46/47/48/49/50/51/52/53/54,0.054087,0.063366,3.077560,0.024038,0.089844,0.846154,+0.0820 / +0.0742 / +0.0039 / +0.0156 / +0.1953 / +0.1602 / +0.0234 / +0.0117 / +0.0352 / -0.0078 / +0.0859 / +0.0000 / +0.0234
