comparison,metric,mean_delta,delta_std,bootstrap_ci95_low,bootstrap_ci95_high,win_rate,per_seed_delta
germ_bo_metadata_estimated_minus_baseline_lora,test_accuracy,-0.011000000000000046,0.016370705543744868,-0.029000000000000026,0.0029999999999998916,0.3333333333333333,-0.0290 / +0.0030 / -0.0070
germ_bo_metadata_estimated_minus_baseline_lora,test_f1,-0.0030669505021184706,0.007723518264149917,-0.010814746801064645,0.004632058594658539,0.3333333333333333,-0.0108 / +0.0046 / -0.0030
germ_bo_metadata_estimated_minus_germ_bo_activation,test_accuracy,-0.009666666666666638,0.028536526301099284,-0.041999999999999926,0.01200000000000001,0.6666666666666666,-0.0420 / +0.0010 / +0.0120
germ_bo_metadata_estimated_minus_germ_bo_activation,test_f1,-0.008189725450533944,0.02149909524257101,-0.03296447947670478,0.005565046332246193,0.6666666666666666,-0.0330 / +0.0028 / +0.0056
germ_bo_activation_minus_baseline_lora,test_accuracy,-0.0013333333333334085,0.01625833119767622,-0.019000000000000017,0.0129999999999999,0.6666666666666666,+0.0130 / +0.0020 / -0.0190
germ_bo_activation_minus_baseline_lora,test_f1,0.005122774948415472,0.01563330044183202,-0.008583209632195499,0.022149732675640132,0.6666666666666666,+0.0221 / +0.0018 / -0.0086
