comparison,metric,mean_delta,delta_std,bootstrap_ci95_low,bootstrap_ci95_high,win_rate,tie_count,per_seed_delta
ctx_tw16_t10_s015_minus_baseline_lora,test_accuracy,-0.004199999999999937,0.009121403400793055,-0.0113999999999999,0.0030000000000000248,0.4,0,-0.0130 / +0.0070 / +0.0030 / -0.0050 / -0.0130
ctx_tw16_t10_s015_minus_baseline_lora,test_f1,-0.006092942325148743,0.011543481839717413,-0.014453910327490905,0.003395633722911362,0.4,0,-0.0164 / +0.0110 / +0.0005 / -0.0116 / -0.0139
