comparison,metric,mean_delta,delta_std,bootstrap_ci95_low,bootstrap_ci95_high,win_rate,per_seed_delta
germ_bo_quantile_q08_12_comp027_minus_lora_attention_output_classifier,test_accuracy,0.009888888888888892,0.035288493560617994,-0.007666666666666666,0.042,0.2,-0.0006 / +0.0728 / -0.0078 / -0.0078 / -0.0072
germ_bo_quantile_q08_12_comp027_minus_lora_attention_output_classifier,test_macro_f1,0.06356239747927311,0.1015265848343677,-0.012081834593108732,0.14532870758272137,0.6,+0.0563 / +0.2075 / +0.1124 / -0.0083 / -0.0501
