benchmark,method,label,n_seeds,test_accuracy_mean,test_accuracy_std,test_macro_f1_mean,test_macro_f1_std,per_seed_accuracy,per_seed_macro_f1
splice_sites_all_larger,germ_bo_quantile_q08_12_comp027,"GERM-BO quantile [0.8,1.2] comp0.27",5,0.4,0.025811280910141263,0.36036552356539214,0.041085254819367645,0.4060 / 0.4243 / 0.3990 / 0.4137 / 0.3570,0.3569 / 0.4110 / 0.3261 / 0.3921 / 0.3157
splice_sites_all_larger,germ_bo_w48_k2_t05_train_quantile_r07_13,"GERM-BO w48 k2 top0.5 quantile [0.7,1.3]",5,0.395,0.0315277655408689,0.32684469989347176,0.0685297536295862,0.3910 / 0.3863 / 0.4390 / 0.3523 / 0.4063,0.3190 / 0.3156 / 0.4139 / 0.2269 / 0.3588
splice_sites_all_larger,germ_bo_w64_k2_t025_train_quantile_r07_13,"GERM-BO w64 k2 top0.25 quantile [0.7,1.3]",5,0.3725333333333333,0.02025476624292552,0.30246437021214734,0.044637563841711254,0.3487 / 0.3527 / 0.3820 / 0.3897 / 0.3897,0.2251 / 0.3361 / 0.3214 / 0.3050 / 0.3246
splice_sites_all_larger,lora_attention_output_classifier,LoRA attention.output + classifier,5,0.3636,0.024249169516134407,0.2878235158041999,0.05875123603234805,0.3843 / 0.3377 / 0.3817 / 0.3777 / 0.3367,0.3209 / 0.1909 / 0.3445 / 0.2980 / 0.2848
splice_sites_all_larger,germ_bo_w48_k2_t025_train_quantile_r07_13,"GERM-BO w48 k2 top0.25 quantile [0.7,1.3]",5,0.37633333333333335,0.03022416251941483,0.28099332430240054,0.06963517515411291,0.3653 / 0.4137 / 0.3357 / 0.3973 / 0.3697,0.2644 / 0.3373 / 0.1734 / 0.3472 / 0.2826
